"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP445,2022.MMP445,"South-eastern Asia","Fri, 05/06/2022 - 12:00",2022,May,1,,1,13,,1,,"Vehicle accident / death linked to hazardous transport","Nong Kham-Nong Nun Road, Moo 8, Koh Lak subdistrict, Muang district, Prachuap Khiri Khan province, Thailand","Bangkok Post, Manager Online, 7HD, Matichon Online, Thai PBS News, Siamrath","11.80198353, 99.752514",,"https://archive.vn/Y1zEn, https://archive.ph/NrAcd, https://archive.vn/E1lfe#selection-5583.0-5583.56, https://archive.ph/GtrEO, https://archive.ph/0JdJY, https://archive.ph/12QlV","South-eastern Asia",3
2022.MMP446,2022.MMP446,"South-eastern Asia","Mon, 05/09/2022 - 12:00",2022,May,1,,1,20,,,,"Vehicle accident / death linked to hazardous transport","Ban Teenamu, Moo11, Mae Tuen subdistrict, Mae Ramat district, Tak province, Thailand","Banmuang, Siamrath, Chiangmai News, Matichon Online","17.24432306, 98.447198",,"https://archive.vn/9zfDH, https://archive.ph/HnCRS, https://archive.ph/IqhSz, https://archive.ph/ZQNZ0","South-eastern Asia",3
2022.MMP447,2022.MMP447,Mediterranean,"Tue, 05/10/2022 - 12:00",2022,May,3,,3,,,,,Drowning,"Remains retreived from the waters off the coasts of El Awabed-Jebiniana, Sfax, Tunisia","Guarde Nationale","35.00342779, 10.950701","Central Mediterranean",https://archive.ph/KmALz,Uncategorized,5
2022.MMP448,2022.MMP448,"Eastern Africa","Wed, 04/27/2022 - 12:00",2022,April,1,,1,,,1,,Violence,"Burao, Togdheer region, Somalia","Ethiopian Community Center via IOM Somalia","9.516309516, 45.557167",,,"Eastern Africa",4
2022.MMP449,2022.MMP449,Europe,"Wed, 05/11/2022 - 12:00",2022,May,1,,1,,,,,Violence,"Found hung in a truck trailer parked in the Transmarck area, pas-de-Calais, France","InfoMigrants, AFP via SudOuest","50.94064795, 1.941569","English Channel to the UK","https://archive.ph/TCdO8, https://archive.ph/qdld2","Western Europe",3
2022.MMP450,2022.MMP450,Mediterranean,"Sat, 05/14/2022 - 12:00",2022,May,,8,8,3,,,,Drowning,"Unspecified location in the Alboran Sea off Almeria, Spain","Héroes del Mar, Francisco Jose Clemente Martin, EFE via DW","36.82826849, -2.464412","Western Mediterranean","https://archive.ph/1ibhV, https://www.facebook.com/frascue1/videos/5145866348784098/, https://archive.ph/7RU30",Uncategorized,4
2022.MMP451,2022.MMP451,Mediterranean,"Sun, 05/15/2022 - 12:00",2022,May,11,5,16,5,1,,,Drowning,"Off Fouka, Tipaza, Algeria - embarkation from Zeralda, Algiers, Alergia","Héroes del Mar, Francisco Jose Clemente Martin, Echorouk Online","36.68547137, 2.747042","Western Mediterranean","https://archive.ph/EcLXm, https://www.facebook.com/100000768086473/videos/407486957900523/, https://archive.ph/4yD7D",Uncategorized,4
2022.MMP452,2022.MMP452,Europe,"Sun, 04/10/2022 - 12:00",2022,April,,2,2,,,1,1,Violence,"Unspecified location in Evros region close to the border with Edirne, Greece","IOM Turkey","41.65826038, 26.480587","Turkey-Europe land route",,Uncategorized,4
2022.MMP453,2022.MMP453,"Northern Africa","Mon, 05/16/2022 - 12:00",2022,May,2,11,13,46,,,,Drowning,"Unspecified location in the Atlantic off Moroccan coasts - embarkation from Tantan few days earlier","Helena Maleno","28.76152776, -12.598838","Western Africa / Atlantic route to the Canary Islands",https://www.facebook.com/helena.malenogarzon/posts/5430315093667430,Uncategorized,4
2022.MMP454,2022.MMP454,"Northern Africa","Sun, 05/08/2022 - 12:00",2022,May,7,37,44,12,,,,Drowning,"Off cape Boujdour, Western Sahara","Helena Maleno, MAP News","26.12291766, -14.50032","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/O4T4k, https://archive.ph/gPjYa",Uncategorized,4
2022.MMP456,2022.MMP456,"Southern Asia","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP457,2022.MMP457,"Southern Asia","Wed, 03/09/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP458,2022.MMP458,"Southern Asia","Thu, 03/10/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP459,2022.MMP459,"Southern Asia","Thu, 03/10/2022 - 12:00",2022,March,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP460,2022.MMP460,"Southern Asia","Sat, 03/12/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP461,2022.MMP461,"Southern Asia","Sun, 03/13/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP462,2022.MMP462,"Southern Asia","Sat, 03/19/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP463,2022.MMP463,"Southern Asia","Sat, 03/19/2022 - 12:00",2022,March,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Karaj city, Alborz province, Iran","IOM Afghanistan","35.83457043, 50.951497","Afghanistan to Iran",,"Southern Asia",4
2022.MMP464,2022.MMP464,"Southern Asia","Sat, 03/19/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Karaj city, Alborz province, Iran","IOM Afghanistan","35.83457043, 50.951497","Afghanistan to Iran",,"Southern Asia",4
2022.MMP465,2022.MMP465,"Southern Asia","Sun, 03/20/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP466,2022.MMP466,"Southern Asia","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,,1,1,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP467,2022.MMP467,"Southern Asia","Sat, 03/26/2022 - 12:00",2022,March,1,,1,,1,,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz city, Fars Province, Iran","IOM Afghanistan","29.63447121, 52.553603","Afghanistan to Iran",,"Southern Asia",4
2022.MMP468,2022.MMP468,"Southern Asia","Sun, 03/27/2022 - 12:00",2022,March,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP469,2022.MMP469,"Southern Asia","Mon, 03/28/2022 - 12:00",2022,March,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Kashan city, Isfahan province, Iran","IOM Afghanistan","33.98112192, 51.428201","Afghanistan to Iran",,"Southern Asia",4
2022.MMP470,2022.MMP470,"Southern Asia","Mon, 03/28/2022 - 12:00",2022,March,1,,1,,,1,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Kashan city, Isfahan province, Iran","IOM Afghanistan","33.98112192, 51.428201","Afghanistan to Iran",,"Southern Asia",4
2022.MMP471,2022.MMP471,"Southern Asia","Tue, 03/29/2022 - 12:00",2022,March,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz city, Fars Province, Iran","IOM Afghanistan","29.63447121, 52.553603","Afghanistan to Iran",,"Southern Asia",4
2022.MMP472,2022.MMP472,"Southern Asia","Wed, 03/30/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Ahvaz city, Khuzestan Province, Iran","IOM Afghanistan","31.34751177, 48.721392","Afghanistan to Iran",,"Southern Asia",4
2022.MMP473,2022.MMP473,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP474,2022.MMP474,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Bandar Abbas city, Hormozgan Province, Iran","IOM Afghanistan","27.1684853, 56.200806","Afghanistan to Iran",,"Southern Asia",4
2022.MMP475,2022.MMP475,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP476,2022.MMP476,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Isfahan province, Iran","IOM Afghanistan","32.64139838, 51.706926","Afghanistan to Iran",,"Southern Asia",4
2022.MMP477,2022.MMP477,"Southern Asia","Thu, 03/31/2022 - 12:00",2022,March,1,,1,,,1,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP478,2022.MMP478,"Southern Asia","Sat, 04/02/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","37.54561366, 45.06834","Iran to Turkey",,"Southern Asia",4
2022.MMP479,2022.MMP479,"Southern Asia","Sun, 04/03/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Fars Province, Iran","IOM Afghanistan","29.63447121, 52.553603","Afghanistan to Iran",,"Southern Asia",4
2022.MMP480,2022.MMP480,"Southern Asia","Sun, 04/03/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP482,2022.MMP482,"Southern Asia","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Bandar Anzali city, Gilan Province, Iran","IOM Afghanistan","37.48139037, 49.427296","Afghanistan to Iran",,"Southern Asia",4
2022.MMP483,2022.MMP483,"Southern Asia","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP484,2022.MMP484,"Southern Asia","Wed, 04/06/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP485,2022.MMP485,"Southern Asia","Thu, 04/07/2022 - 12:00",2022,April,1,,1,,,1,1,"Vehicle accident / death linked to hazardous transport","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP486,2022.MMP486,"Southern Asia","Sun, 04/10/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP487,2022.MMP487,"Southern Asia","Sun, 04/10/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP488,2022.MMP488,"Southern Asia","Sun, 04/10/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP489,2022.MMP489,"Southern Asia","Mon, 04/11/2022 - 12:00",2022,April,1,,1,,,1,1,Violence,"Unspecified location in Kerman province, Iran","IOM Afghanistan","30.27303232, 57.003419","Afghanistan to Iran",,"Southern Asia",4
2022.MMP490,2022.MMP490,"Southern Asia","Tue, 04/12/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Mazandaran Province, Iran","IOM Afghanistan","36.08360338, 52.348807","Afghanistan to Iran",,"Southern Asia",4
2022.MMP491,2022.MMP491,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Alborz province, Iran","IOM Afghanistan","35.83457043, 50.951497","Afghanistan to Iran",,"Southern Asia",4
2022.MMP492,2022.MMP492,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,,1,,Violence,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP493,2022.MMP493,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Shiraz city, Fars Province, Iran","IOM Afghanistan","29.63447121, 52.553603","Afghanistan to Iran",,"Southern Asia",4
2022.MMP494,2022.MMP494,"Southern Asia","Fri, 04/01/2022 - 12:00",2022,April,1,,1,,,1,,Violence,"Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","37.54561366, 45.06834","Iran to Turkey",,"Southern Asia",4
2022.MMP495,2022.MMP495,"Southern Asia","Wed, 04/13/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman, Iran","IOM Afghanistan","30.26235756, 57.138688","Afghanistan to Iran",,"Southern Asia",4
2022.MMP496,2022.MMP496,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Jiroft district, Kerman province, Iran","IOM Afghanistan","28.95046741, 57.57054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP497,2022.MMP497,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,,1,,Violence,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP498,2022.MMP498,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,21,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","IOM Afghanistan","28.23007995, 61.196037","Afghanistan to Iran",,"Southern Asia",4
2022.MMP499,2022.MMP499,"Southern Asia","Mon, 03/14/2022 - 12:00",2022,March,1,,1,8,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","IOM Afghanistan","28.23007995, 61.196037","Afghanistan to Iran",,"Southern Asia",4
2022.MMP500,2022.MMP500,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Kerman, Iran","IOM Afghanistan","30.26235756, 57.138688","Afghanistan to Iran",,"Southern Asia",4
2022.MMP501,2022.MMP501,"Southern Asia","Thu, 04/14/2022 - 12:00",2022,April,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","38.46812027, 44.371418","Iran to Turkey",,"Southern Asia",4
2022.MMP502,2022.MMP502,"Southern Asia","Fri, 04/15/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP503,2022.MMP503,"Southern Asia","Fri, 04/15/2022 - 12:00",2022,April,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP504,2022.MMP504,"Southern Asia","Fri, 04/15/2022 - 12:00",2022,April,1,,1,1,,1,,"Accidental death","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP505,2022.MMP505,"Southern Asia","Sat, 04/16/2022 - 12:00",2022,April,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP506,2022.MMP506,"Southern Asia","Sun, 04/17/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Chabahar County, Sistan and Baluchestan Province, Iran","IOM Afghanistan","25.30369277, 60.651375","Afghanistan to Iran",,"Southern Asia",4
2022.MMP507,2022.MMP507,"Southern Asia","Sun, 04/17/2022 - 12:00",2022,April,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP508,2022.MMP508,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP509,2022.MMP509,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,1,Violence,"Unspecified location in Tehran province, Iran","IOM Afghanistan","35.6094831, 51.514054","Afghanistan to Iran",,"Southern Asia",4
2022.MMP510,2022.MMP510,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP511,2022.MMP511,"Southern Asia","Mon, 04/18/2022 - 12:00",2022,April,1,,1,,,1,,Violence,"Unspecified location in Urmia city, West Azerbaijan Province, Iran","IOM Afghanistan","37.54561366, 45.06834","Iran to Turkey",,"Southern Asia",4
2022.MMP512,2022.MMP512,"Southern Asia","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,"Accidental death","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
2022.MMP513,2022.MMP513,"Southern Asia","Tue, 04/19/2022 - 12:00",2022,April,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","Unspecified location in Shiraz district, Fars province, Iran","IOM Afghanistan","29.63186286, 52.512362","Afghanistan to Iran",,"Southern Asia",4
